Количество дней со среднесуточной температурой ниже 0°С_в следующем месяце,Сумма максимальных температур,Количество дней со среднесуточной температурой выше 0°С_в следующем месяце,Среднее изменение суточного количества осадков_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_1 месяц назад,Сумма квадратов положительных температур_2 месяца назад,mean_temp_amplitude_3 месяца назад,Сумма максимальных температур_в следующем месяце,Минимальная температура_1 месяц назад,Сумма квадратов отрицательных температур_5 месяца назад,Средняя температура,Сумма минимальных температур,mean_temp_amplitude_2 месяца назад,mean_temp_amplitude,Сумма квадратов среднесуточных температур_5 месяца назад,Сумма максимальных температур_1 месяц назад,Сумма квадратов отрицательных температур_1 месяц назад,Сумма отрицательных температур_в следующем месяце,Сумма квадратов положительных температур_в следующем месяце,Сумма квадратов положительных температур_1 месяц назад,Сумма отрицательных температур_1 месяц назад,Максимальная температура_1 месяц назад,Количество дней с суточными осадками более 10 мм_2 месяца назад,Сумма квадратов среднесуточных температур_1 месяц назад,mean_temp_amplitude_5 месяца назад,Сумма квадратов отрицательных температур_в следующем месяце,Максимальная температура,Сумма отрицательных температур,Минимальная температура_в следующем месяце,Сумма минимальных температур_1 месяц назад,Сумма квадратов отрицательных температур,Сумма квадратов среднесуточных температур,Среднее изменение суточного количества осадков_4 месяца назад,Сумма положительных температур,Сумма положительных температур_2 месяца назад,Максимальное количество осадков_2 месяца назад,Среднее изменение суточного количества осадков_2 месяца назад,Количество дней с суточными осадками более 1 мм_6 месяцев назад,Среднее изменение суточного количества осадков_в следующем месяце,ij_1,Среднее изменение суточного количества осадков_3 месяца назад,Количество дней со среднесуточной температурой выше 0°С_2 месяца назад,Количество дней с среднесуточной отрицательной температурой и наличием осадков_в следующем месяце,Средняя температура_в следующем месяце,Сумма положительных температур_в следующем месяце,mean_temp_amplitude_1 месяц назад,Среднее изменение суточного количества осадков_7 месяцев назад,Сумма осадков_7 месяцев назад,Сумма минимальных температур_в следующем месяце,Минимальная температура,Сумма положительных температур_1 месяц назад,Разница между максимальной и минимальной температурой _в следующем месяце,Количество дней с среднесуточной отрицательной температурой и наличием осадков_3 месяца назад,Разница между максимальной и минимальной температурой _5 месяца назад,Количество дней с суточными осадками более 10 мм_7 месяцев назад,Максимальная температура_в следующем месяце,mean_temp_amplitude_6 месяцев назад,Сумма квадратов суточного количества осадков_4 месяца назад,Сумма квадратов среднесуточных температур_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_4 месяца назад,Разница между максимальной и минимальной температурой _6 месяцев назад,Средняя температура_1 месяц назад
0.0,542.2,31.0,2.590520390792032e-17,0.0,2233.42,4.966666666666667,373.1,7.010000000000001,18510.500000000004,11.870967741935484,235.3,10.00967741935484,9.9,18510.500000000004,514.1,0.0,0.0,2485.6600000000003,5326.9800000000005,0.0,17.136666666666667,0.0,5326.9800000000005,9.035714285714286,0.0,17.490322580645163,0.0,5.9,210.3,0.0,4834.08,-0.08,368.00000000000006,182.2,8.0,0.2433333333333333,10.0,-0.0099999999999999,0.0,0.0620689655172413,31.0,0.0,8.66451612903226,268.6,10.126666666666669,0.0233333333333334,30.700000000000003,182.9,7.590322580645162,350.8,20.6,7.0,35.099999999999994,0.0,12.035483870967743,8.345161290322581,53.7,10248.939999999997,31.0,36.4,11.693333333333332
2.0,373.1,30.0,-0.0074074074074074,0.0,5326.9800000000005,10.00967741935484,370.6,7.590322580645162,1490.05,8.66451612903226,182.9,10.126666666666669,6.135483870967741,1490.05,542.2,0.0,0.0,2278.6800000000007,4834.079999999999,0.0,17.490322580645163,1.0,4834.08,6.312903225806451,0.0,12.035483870967743,0.0,4.586666666666667,235.3,0.0,2485.6600000000008,0.0620689655172413,268.6,350.8,19.3,0.0172413793103448,3.0,0.0068965517241379,0.0,0.2433333333333333,30.0,0.0,8.326666666666666,249.79999999999995,9.9,2.590520390792032e-17,29.2,137.6,5.9,368.00000000000006,20.2,5.0,23.2,0.0,12.353333333333332,9.035714285714286,109.44,18510.500000000004,25.0,35.099999999999994,11.870967741935484
12.0,370.6,28.0,-0.08,0.0,4834.079999999999,10.126666666666669,121.8,5.9,245.97,8.326666666666666,137.6,9.9,7.766666666666667,290.5,373.1,0.0,-15.9,362.04,2485.6600000000003,0.0,12.035483870967743,0.0,2485.6600000000008,4.966666666666667,66.11,12.353333333333332,0.0,0.4322580645161291,182.9,0.0,2278.68,0.2433333333333333,249.79999999999995,368.00000000000006,3.4,-0.07,6.0,-0.0366666666666667,0.0,0.0172413793103448,31.0,3.0,2.2096774193548385,84.4,6.135483870967741,-0.0074074074074074,9.4,13.400000000000002,4.586666666666667,268.6,16.1,0.0,21.3,0.0,3.929032258064516,6.312903225806451,136.67000000000002,1490.05,15.0,23.2,8.66451612903226
29.0,121.8,9.0,0.0620689655172413,2.0,2485.6600000000003,9.9,-89.1,4.586666666666667,11.6,2.2096774193548385,13.400000000000002,6.135483870967741,3.496774193548388,2245.02,370.6,0.0,-180.7,9.86,2278.6800000000007,0.0,12.353333333333332,1.0,2278.68,10.00967741935484,1881.1300000000003,3.929032258064516,-15.9,-8.723333333333333,137.6,66.11,428.15,0.0172413793103448,84.4,268.6,17.2,-0.0099999999999999,11.0,-0.1,0.0,-0.07,31.0,18.0,-5.823333333333333,6.0,7.766666666666667,-0.08,21.4,-261.7,0.4322580645161291,249.79999999999995,24.200000000000003,0.0,30.4,0.0,-2.97,4.966666666666667,400.3299999999999,290.5,0.0,21.3,8.326666666666666
31.0,-89.1,3.0,0.2433333333333333,12.0,2278.6800000000007,6.135483870967741,-94.4,0.4322580645161291,0.0,-5.823333333333333,-261.7,7.766666666666667,5.753333333333333,5326.9800000000005,121.8,66.11,-157.29999999999998,1.2100000000000002,362.04,-15.9,3.929032258064516,0.0,428.15,10.126666666666669,1084.07,-2.97,-180.7,-7.235483870967743,13.400000000000002,1881.1300000000003,1890.99,-0.07,6.0,249.79999999999995,3.8,0.0068965517241379,7.0,0.02,0.0,-0.0099999999999999,30.0,20.0,-5.038709677419354,1.1,3.496774193548388,0.0620689655172413,30.6,-224.3,-8.723333333333333,84.4,17.8,0.0,27.7,0.0,-3.045161290322581,10.00967741935484,35.5,2245.02,0.0,30.4,2.2096774193548385
31.0,-94.4,1.0,0.0172413793103448,29.0,362.04,7.766666666666667,-298.1,-8.723333333333333,0.0,-5.038709677419354,-224.3,3.496774193548388,4.190322580645161,4834.08,-89.1,1881.1300000000003,-394.0,0.0,9.86,-180.7,-2.97,1.0,1890.99,9.9,6300.000000000001,-3.045161290322581,-157.29999999999998,-16.04516129032258,-261.7,1084.07,1085.28,-0.0099999999999999,1.1,84.4,10.3,-0.0366666666666667,5.0,-0.26,0.0,0.0068965517241379,28.0,17.0,-12.709677419354838,0.0,5.753333333333333,0.2433333333333333,31.1,-497.4,-7.235483870967743,6.0,28.6,0.0,24.5,0.0,-9.616129032258064,10.126666666666669,460.49000000000007,5326.9800000000005,0.0,27.7,-5.823333333333333
29.0,-298.1,0.0,-0.07,31.0,9.86,3.496774193548388,-344.2,-7.235483870967743,0.0,-12.709677419354838,-497.4,5.753333333333333,6.429032258064517,2485.6600000000008,-94.4,1084.07,-429.2,0.0,1.2100000000000002,-157.29999999999998,-3.045161290322581,0.0,1085.28,6.135483870967741,7500.94,-9.616129032258064,-394.0,-17.97241379310345,-224.3,6300.000000000001,6300.0,0.0068965517241379,0.0,6.0,8.3,-0.1,6.0,0.0142857142857142,0.0,-0.0366666666666667,9.0,14.0,-14.8,0.0,4.190322580645161,0.0172413793103448,30.3,-521.2,-16.04516129032258,1.1,26.6,3.0,20.6,1.0,-11.86896551724138,9.9,36.41,4834.08,2.0,24.5,-5.038709677419354
31.0,-344.2,0.0,-0.0099999999999999,31.0,1.2100000000000002,5.753333333333333,-268.6,-16.04516129032258,0.0,-14.8,-521.2,4.190322580645161,6.103448275862069,2278.68,-298.1,6300.000000000001,-443.2000000000001,0.0,0.0,-394.0,-9.616129032258064,0.0,6300.0,7.766666666666667,7140.2800000000025,-11.86896551724138,-429.2,-19.37741935483871,-497.4,7500.94,7500.94,-0.0366666666666667,0.0,1.1,3.9,0.02,10.0,-1.8503717077085946e-18,0.0,-0.1,3.0,9.0,-14.296774193548387,0.0,6.429032258064517,-0.07,15.2,-600.7,-17.97241379310345,0.0,28.2,18.0,20.2,0.0,-8.66451612903226,6.135483870967741,251.45000000000005,2485.6600000000008,12.0,20.6,-12.709677419354838
24.0,-268.6,22.0,0.0068965517241379,29.0,0.0,4.190322580645161,56.6,-17.97241379310345,66.11,-14.296774193548387,-600.7,6.429032258064517,10.712903225806452,428.15,-344.2,7500.94,-71.60000000000001,48.45,0.0,-429.2,-11.86896551724138,0.0,7500.94,3.496774193548388,350.08,-8.66451612903226,-443.2000000000001,-5.04,-521.2,7140.2800000000025,7140.280000000001,-0.1,0.0,0.0,7.8,-0.26,6.0,-0.1137931034482758,0.0,0.02,1.0,10.0,-1.75,19.1,6.103448275862069,-0.0099999999999999,55.5,-151.2,-19.37741935483871,0.0,23.2,20.0,16.1,1.0,1.8866666666666667,7.766666666666667,186.77,2278.68,29.0,20.2,-14.8
12.0,56.6,28.0,-0.0366666666666667,31.0,0.0,6.429032258064517,287.7,-19.37741935483871,1881.1300000000003,-1.75,-151.2,6.103448275862069,6.926666666666667,1890.99,-268.6,7140.2800000000025,-26.8,1479.4199999999998,0.0,-443.2000000000001,-8.66451612903226,0.0,7140.280000000001,5.753333333333333,91.92,1.8866666666666667,-71.60000000000001,-0.1516129032258065,-600.7,350.08,398.5299999999999,0.02,19.1,0.0,1.2,0.0142857142857142,11.0,0.0599999999999999,0.0,-0.26,0.0,4.0,4.361290322580645,161.99999999999997,10.712903225806452,0.0068965517241379,16.7,-4.700000000000002,-5.04,0.0,32.9,17.0,24.200000000000003,0.0,9.28064516129032,3.496774193548388,59.50999999999999,428.15,31.0,16.1,-14.296774193548387
0.0,287.7,30.0,-0.1,24.0,0.0,6.103448275862069,529.3,-5.04,1084.07,4.361290322580645,-4.700000000000002,10.712903225806452,9.432258064516128,1085.28,56.6,350.08,0.0,5335.22,48.45,-71.60000000000001,1.8866666666666667,0.0,398.5299999999999,4.190322580645161,0.0,9.28064516129032,-26.8,8.513333333333334,-151.2,91.92,1571.34,-0.26,161.99999999999997,0.0,2.2,-1.8503717077085946e-18,12.0,-0.0137931034482758,0.0,0.0142857142857142,0.0,0.0,12.513333333333332,375.4,6.926666666666667,-0.0366666666666667,51.9,255.4,-0.1516129032258065,19.1,24.7,14.0,17.8,1.0,17.64333333333333,5.753333333333333,100.14,1890.99,31.0,24.200000000000003,-1.75
0.0,529.3,31.0,0.02,12.0,48.45,10.712903225806452,569.9,-0.1516129032258065,6300.000000000001,12.513333333333332,255.4,6.926666666666667,9.13,6300.0,287.7,91.92,0.0,6081.3,1479.4199999999998,-26.8,9.28064516129032,0.0,1571.34,6.429032258064517,0.0,17.64333333333333,0.0,9.561290322580644,-4.700000000000002,0.0,5335.22,0.0142857142857142,375.4,19.1,7.3,-0.1137931034482758,8.0,-0.4366666666666666,0.0,-1.8503717077085946e-18,22.0,0.0,13.50967741935484,418.80000000000007,9.432258064516128,-0.1,47.3,296.4,8.513333333333334,161.99999999999997,23.1,9.0,28.6,0.0,18.38387096774193,4.190322580645161,6.8100000000000005,1085.28,29.0,17.8,4.361290322580645
0.0,569.9,31.0,-0.26,0.0,1479.4199999999998,6.926666666666667,422.1,8.513333333333334,7500.94,13.50967741935484,296.4,9.432258064516128,8.82258064516129,7500.94,529.3,0.0,0.0,3252.32,5335.22,0.0,17.64333333333333,2.0,5335.22,6.103448275862069,0.0,18.38387096774193,0.0,7.364516129032259,255.4,0.0,6081.300000000001,-1.8503717077085946e-18,418.80000000000007,161.99999999999997,27.4,0.0599999999999999,5.0,2.979098449410836e-16,0.0,-0.1137931034482758,28.0,0.0,10.096774193548388,313.0,9.13,0.02,25.7,228.3,9.561290322580644,375.4,17.2,10.0,26.6,0.0,13.616129032258064,6.429032258064517,6.650000000000002,6300.0,31.0,28.6,12.513333333333332
3.0,422.1,30.0,0.0142857142857142,0.0,5335.22,9.432258064516128,351.3,9.561290322580644,7140.2800000000025,10.096774193548388,228.3,9.13,6.251612903225807,7140.280000000001,569.9,0.0,0.0,2165.83,6081.3,0.0,18.38387096774193,1.0,6081.300000000001,10.712903225806452,0.0,13.616129032258064,0.0,4.866666666666666,296.4,0.0,3252.32,-0.1137931034482758,313.0,375.4,13.7,-0.0137931034482758,2.0,-6.125368411725002e-17,0.0,0.0599999999999999,30.0,0.0,8.003333333333334,240.1,8.82258064516129,-0.26,25.0,146.0,7.364516129032259,418.80000000000007,20.4,4.0,28.2,0.0,11.71,6.103448275862069,117.86,7500.94,24.0,26.6,13.50967741935484
13.0,351.3,25.0,-1.8503717077085946e-18,0.0,6081.3,9.13,122.9,7.364516129032259,350.08,8.003333333333334,146.0,8.82258064516129,6.843333333333334,398.5299999999999,422.1,0.0,-15.9,375.62,3252.32,0.0,13.616129032258064,2.0,3252.32,6.926666666666667,47.59,11.71,0.0,0.3806451612903226,228.3,0.0,2165.83,0.0599999999999999,240.1,418.80000000000007,31.2,-0.4366666666666666,1.0,-0.01,0.0,-0.0137931034482758,31.0,6.0,2.06774193548387,80.0,6.251612903225807,0.0142857142857142,8.5,11.8,4.866666666666666,313.0,17.8,0.0,23.2,0.0,3.9645161290322575,10.712903225806452,1054.1,7140.280000000001,12.0,28.2,10.096774193548388
28.0,122.9,8.0,-0.1137931034482758,3.0,3252.32,8.82258064516129,-142.2,4.866666666666666,91.92,2.06774193548387,11.8,6.251612903225807,3.583870967741935,1571.34,351.3,0.0,-228.2,4.199999999999999,2165.83,0.0,11.71,2.0,2165.83,9.432258064516128,3591.82,3.9645161290322575,-15.9,-10.88,146.0,47.59,423.21,-0.0137931034482758,80.0,313.0,39.1,2.979098449410836e-16,7.0,-0.2275862068965517,0.0,-0.4366666666666666,31.0,15.0,-7.493333333333334,3.4,6.843333333333334,-1.8503717077085946e-18,5.300000000000001,-326.4,0.3806451612903226,240.1,33.7,0.0,32.9,0.0,-4.739999999999999,6.926666666666667,395.81,398.5299999999999,0.0,23.2,8.003333333333334
31.0,-142.2,0.0,0.0599999999999999,13.0,2165.83,6.251612903225807,-409.7,0.3806451612903226,0.0,-7.493333333333334,-326.4,6.843333333333334,6.14,5335.22,122.9,47.59,-533.3000000000001,0.0,375.62,-15.9,3.9645161290322575,0.0,423.21,9.13,10152.65,-4.739999999999999,-228.2,-21.506451612903227,11.8,3591.82,3596.02,-0.4366666666666666,3.4,240.1,9.6,-6.125368411725002e-17,6.0,-0.0266666666666666,0.0,2.979098449410836e-16,30.0,13.0,-17.203225806451613,0.0,3.583870967741935,-0.1137931034482758,30.4,-666.7,-10.88,80.0,28.9,0.0,24.7,0.0,-13.216129032258063,9.432258064516128,1410.5899999999997,1571.34,0.0,32.9,2.06774193548387
31.0,-409.7,0.0,-0.0137931034482758,28.0,375.62,6.843333333333334,-458.4,-10.88,0.0,-17.203225806451613,-666.7,3.583870967741935,8.290322580645162,6081.300000000001,-142.2,3591.82,-581.9999999999998,0.0,4.199999999999999,-228.2,-4.739999999999999,0.0,3596.02,8.82258064516129,12665.059999999996,-13.216129032258063,-533.3000000000001,-22.97741935483871,-326.4,10152.65,10152.65,2.979098449410836e-16,0.0,80.0,8.2,-0.01,8.0,0.0066666666666666,0.0,-6.125368411725002e-17,25.0,24.0,-18.774193548387096,0.0,6.14,0.0599999999999999,62.6,-712.3,-21.506451612903227,3.4,35.3,0.0,23.1,2.0,-14.787096774193548,9.13,1886.15,5335.22,0.0,24.7,-7.493333333333334
28.0,-458.4,0.0,-0.4366666666666666,31.0,4.199999999999999,3.583870967741935,-175.5,-21.506451612903227,0.0,-18.774193548387096,-712.3,6.14,8.190322580645162,3252.32,-409.7,10152.65,-267.6,0.0,0.0,-533.3000000000001,-13.216129032258063,0.0,10152.65,6.251612903225807,3302.76,-14.787096774193548,-581.9999999999998,-13.035714285714286,-666.7,12665.059999999996,12665.059999999996,-6.125368411725002e-17,0.0,3.4,8.5,-0.2275862068965517,12.0,0.0185185185185184,0.0,-0.01,8.0,23.0,-9.55714285714286,0.0,8.290322580645162,-0.0137931034482758,50.7,-365.0,-22.97741935483871,0.0,31.9,6.0,17.2,1.0,-6.267857142857143,8.82258064516129,276.51,6081.300000000001,3.0,23.1,-17.203225806451613
31.0,-175.5,0.0,2.979098449410836e-16,31.0,0.0,6.14,-476.5,-22.97741935483871,0.0,-9.55714285714286,-365.0,8.290322580645162,6.767857142857143,2165.83,-458.4,12665.059999999996,-652.1,0.0,0.0,-581.9999999999998,-14.787096774193548,0.0,12665.059999999996,6.843333333333334,14737.37,-6.267857142857143,-267.6,-26.751612903225805,-712.3,3302.76,3302.76,-0.01,0.0,0.0,2.7,-0.0266666666666666,19.0,-0.0133333333333333,0.0,-0.2275862068965517,0.0,17.0,-21.03548387096774,0.0,8.190322580645162,-0.4366666666666666,91.3,-829.3,-13.035714285714286,0.0,38.1,15.0,20.4,2.0,-15.370967741935484,6.251612903225807,283.2300000000001,3252.32,13.0,17.2,-18.774193548387096
25.0,-476.5,22.0,-6.125368411725002e-17,28.0,0.0,8.290322580645162,50.8,-13.035714285714286,47.59,-21.03548387096774,-829.3,8.190322580645162,11.380645161290325,423.21,-175.5,3302.76,-84.1,37.97,0.0,-267.6,-6.267857142857143,0.0,3302.76,3.583870967741935,461.75000000000006,-15.370967741935484,-652.1,-5.796666666666667,-365.0,14737.37,14737.37,-0.2275862068965517,0.0,0.0,5.7,0.0066666666666666,14.0,1.5313421029312504e-17,0.0,-0.0266666666666666,0.0,10.0,-2.16,19.3,6.767857142857143,2.979098449410836e-16,105.3,-173.9,-26.751612903225805,0.0,22.2,13.0,17.8,2.0,1.6933333333333331,6.843333333333334,169.61999999999998,2165.83,28.0,20.4,-9.55714285714286
26.0,50.8,31.0,-0.01,31.0,0.0,8.190322580645162,200.3,-26.751612903225805,3591.82,-2.16,-173.9,6.767857142857143,7.489999999999999,3596.02,-476.5,14737.37,-13.999999999999996,483.3299999999999,0.0,-652.1,-15.370967741935484,0.0,14737.37,6.14,19.06,1.6933333333333331,-84.1,-2.429032258064516,-829.3,461.75000000000006,499.7200000000001,-0.0266666666666666,19.3,0.0,7.1,0.0185185185185184,11.0,-2.960594732333751e-17,0.0,0.0066666666666666,0.0,7.0,1.667741935483871,65.69999999999999,11.380645161290325,-6.125368411725002e-17,53.9,-75.3,-5.796666666666667,0.0,26.5,24.0,33.7,0.0,6.461290322580646,3.583870967741935,19.36,423.21,31.0,17.8,-21.03548387096774
4.0,200.3,30.0,-0.2275862068965517,25.0,0.0,6.767857142857143,523.1,-5.796666666666667,10152.65,1.667741935483871,-75.3,11.380645161290325,8.890322580645162,10152.65,50.8,461.75000000000006,0.0,4794.670000000001,37.97,-84.1,1.6933333333333331,0.0,499.7200000000001,8.290322580645162,0.0,6.461290322580646,-13.999999999999996,5.44,-173.9,19.06,502.39,0.0066666666666666,65.69999999999999,0.0,3.4,-0.0133333333333333,8.0,3.062684205862501e-17,0.0,0.0185185185185184,0.0,0.0,11.036666666666669,331.0999999999999,7.489999999999999,-0.01,52.7,163.2,-2.429032258064516,19.3,31.3,23.0,28.9,0.0,17.436666666666667,6.14,69.81,3596.02,31.0,33.7,-2.16
0.0,523.1,31.0,-0.0266666666666666,26.0,37.97,11.380645161290325,676.7,-2.429032258064516,12665.059999999996,11.036666666666669,163.2,7.489999999999999,11.996666666666666,12665.059999999996,200.3,19.06,0.0,9974.4771875,483.3299999999999,-13.999999999999996,6.461290322580646,0.0,502.39,8.190322580645162,0.0,17.436666666666667,0.0,12.206451612903225,-75.3,0.0,4794.67,0.0185185185185184,331.0999999999999,19.3,5.9,1.5313421029312504e-17,4.0,0.0,0.0,-0.0133333333333333,22.0,0.0,17.384677419354837,538.9250000000002,8.890322580645162,-0.2275862068965517,36.0,378.4,5.44,65.69999999999999,25.4,17.0,35.3,0.0,21.82903225806452,8.290322580645162,117.36,10152.65,28.0,28.9,1.667741935483871
0.0,676.7,31.0,0.0066666666666666,4.0,483.3299999999999,7.489999999999999,500.9,5.44,3302.76,17.384677419354837,378.4,8.890322580645162,9.62258064516129,3302.76,523.1,0.0,0.0,5327.75625,4794.670000000001,0.0,17.436666666666667,1.0,4794.67,6.767857142857143,0.0,21.82903225806452,0.0,8.370967741935484,163.2,0.0,9974.477187499995,-0.0133333333333333,538.9250000000002,65.69999999999999,12.4,-2.960594732333751e-17,9.0,0.2,0.0,1.5313421029312504e-17,31.0,0.0,12.758064516129032,395.5000000000001,11.996666666666666,-0.0266666666666666,13.0,259.5,12.206451612903225,331.0999999999999,24.3,10.0,31.9,0.0,16.158064516129034,8.190322580645162,27.72,12665.059999999996,31.0,35.3,11.036666666666669
10.0,500.9,30.0,0.0185185185185184,0.0,4794.670000000001,8.890322580645162,298.9,12.206451612903225,14737.37,12.758064516129032,259.5,11.996666666666666,7.787096774193548,14737.37,676.7,0.0,-4.9,1647.4828125,9974.4771875,0.0,21.82903225806452,1.0,9974.477187499995,11.380645161290325,8.900937500000001,16.158064516129034,0.0,2.2,378.4,0.0,5327.75625,1.5313421029312504e-17,395.5000000000001,331.0999999999999,10.7,3.062684205862501e-17,7.0,-0.0206896551724138,0.0,-2.960594732333751e-17,30.0,0.0,6.1033333333333335,188.00000000000003,9.62258064516129,0.0066666666666666,28.7,66.0,8.370967741935484,538.9250000000002,23.9,7.0,38.1,0.0,9.963333333333331,6.767857142857143,116.17,3302.76,25.0,31.9,17.384677419354837
25.0,298.9,17.0,-0.0133333333333333,0.0,9974.4771875,11.996666666666666,-8.900000000000002,8.370967741935484,461.75000000000006,6.1033333333333335,66.0,9.62258064516129,7.763333333333334,499.7200000000001,500.9,0.0,-104.5125,92.460625,5327.75625,0.0,16.158064516129034,3.0,5327.75625,7.489999999999999,719.6804687499998,9.963333333333331,-4.9,-5.412903225806452,259.5,8.900937500000001,1656.38375,-2.960594732333751e-17,188.00000000000003,538.9250000000002,29.0,0.0,5.0,0.0,0.0,3.062684205862501e-17,31.0,11.0,-2.583467741935484,24.425,7.787096774193548,0.0185185185185184,31.6,-167.8,2.2,395.5000000000001,22.3,0.0,22.2,0.0,-0.2870967741935484,11.380645161290325,209.44,14737.37,26.0,38.1,12.758064516129032
29.0,-8.900000000000002,14.0,1.5313421029312504e-17,10.0,5327.75625,9.62258064516129,-78.2,2.2,19.06,-2.583467741935484,-167.8,7.787096774193548,5.125806451612903,502.39,298.9,8.900937500000001,-137.48750000000004,4.5953125,1647.4828125,-4.9,9.963333333333331,1.0,1656.38375,8.890322580645162,1260.36671875,-0.2870967741935484,-104.5125,-6.463333333333334,66.0,719.6804687499998,812.1410937499999,3.062684205862501e-17,24.425,395.5000000000001,17.0,0.2,10.0,0.0068965517241379,0.0,0.0,31.0,22.0,-4.454583333333334,3.85,7.763333333333334,-0.0133333333333333,16.0,-193.9,-5.412903225806452,188.00000000000003,21.0,0.0,26.5,0.0,-2.606666666666667,7.489999999999999,198.51,499.7200000000001,4.0,22.2,6.1033333333333335
29.0,-78.2,7.0,-2.960594732333751e-17,25.0,1647.4828125,7.787096774193548,-277.9,-5.412903225806452,0.0,-4.454583333333334,-193.9,7.763333333333334,3.856666666666667,4794.67,-8.900000000000002,719.6804687499998,-382.3749999999999,1.78328125,92.460625,-104.5125,-0.2870967741935484,0.0,812.1410937499999,11.996666666666666,6429.700937500001,-2.606666666666667,-137.48750000000004,-15.46774193548387,-167.8,1260.36671875,1264.96203125,0.0,3.85,188.00000000000003,8.0,-0.0206896551724138,10.0,-0.0133333333333333,0.0,0.2,30.0,21.0,-12.273790322580645,1.8875,5.125806451612903,1.5313421029312504e-17,32.1,-479.5,-6.463333333333334,24.425,28.8,0.0,31.3,0.0,-8.964516129032257,8.890322580645162,1214.29,502.39,0.0,26.5,-2.583467741935484
31.0,-277.9,0.0,3.062684205862501e-17,29.0,92.460625,7.763333333333334,-539.1,-6.463333333333334,0.0,-12.273790322580645,-479.5,5.125806451612903,6.503225806451613,9974.477187499995,-78.2,1260.36671875,-685.6625000000001,0.0,4.5953125,-137.48750000000004,-2.606666666666667,2.0,1264.96203125,9.62258064516129,17455.661718749994,-8.964516129032257,-382.3749999999999,-27.15806451612903,-193.9,6429.700937500001,6431.48421875,0.2,1.8875,24.425,21.0,0.0,5.0,0.1,0.0,-0.0206896551724138,17.0,18.0,-22.11814516129032,0.0,3.856666666666667,-2.960594732333751e-17,35.4,-841.9,-15.46774193548387,3.85,40.4,0.0,25.4,1.0,-17.39032258064516,11.996666666666666,592.9300000000001,4794.67,0.0,31.3,-4.454583333333334
28.0,-539.1,2.0,0.0,29.0,4.5953125,5.125806451612903,-399.8,-15.46774193548387,0.0,-22.11814516129032,-841.9,3.856666666666667,9.76774193548387,5327.75625,-277.9,6429.700937500001,-473.0625,1.3801562500000002,1.78328125,-382.3749999999999,-8.964516129032257,0.0,6431.48421875,7.787096774193548,10027.18328125,-17.39032258064516,-685.6625000000001,-19.95,-479.5,17455.661718749994,17455.661718749998,-0.0206896551724138,0.0,3.85,6.0,0.0068965517241379,10.0,-0.0259259259259259,0.0,0.0,14.0,12.0,-16.84107142857143,1.5125000000000002,6.503225806451613,3.062684205862501e-17,29.1,-558.6,-27.15806451612903,1.8875,40.4,11.0,24.3,1.0,-14.278571428571428,9.62258064516129,66.97,9974.477187499995,10.0,25.4,-12.273790322580645
31.0,-399.8,4.0,0.2,31.0,1.78328125,3.856666666666667,-141.7,-27.15806451612903,8.900937500000001,-16.84107142857143,-558.6,6.503225806451613,5.671428571428571,1656.38375,-539.1,17455.661718749994,-225.11250000000004,0.333125,0.0,-685.6625000000001,-17.39032258064516,0.0,17455.661718749998,7.763333333333334,2393.3598437499995,-14.278571428571428,-473.0625,-11.248387096774191,-841.9,10027.18328125,10028.563437499995,0.0,1.5125000000000002,1.8875,9.0,-0.0133333333333333,11.0,-0.0766666666666666,0.0,0.0068965517241379,7.0,22.0,-7.238306451612903,0.7250000000000001,9.76774193548387,0.0,74.9,-348.7,-19.95,0.0,29.700000000000003,22.0,23.9,3.0,-4.570967741935483,7.787096774193548,719.77,5327.75625,25.0,24.3,-22.11814516129032
25.0,-141.7,13.0,-0.0206896551724138,28.0,0.0,6.503225806451613,-27.1,-19.95,719.6804687499998,-7.238306451612903,-348.7,9.76774193548387,6.67741935483871,812.1410937499999,-399.8,10027.18328125,-131.77499999999998,29.2396875,1.3801562500000002,-473.0625,-14.278571428571428,0.0,10028.563437499995,5.125806451612903,1052.954375,-4.570967741935483,-225.11250000000004,-8.23,-558.6,2393.3598437499995,2393.69296875,0.0068965517241379,0.7250000000000001,0.0,6.5,0.1,1.0,-0.0137931034482758,0.0,-0.0133333333333333,0.0,17.0,-3.9075,14.55,5.671428571428571,0.2,71.7,-246.9,-11.248387096774191,1.5125000000000002,31.2,21.0,22.3,1.0,-0.9033333333333332,7.763333333333334,111.2,1656.38375,29.0,23.9,-16.84107142857143
22.0,-27.1,24.0,0.0,31.0,1.3801562500000002,9.76774193548387,118.6,-11.248387096774191,1260.36671875,-3.9075,-246.9,5.671428571428571,7.326666666666667,1264.96203125,-141.7,2393.3598437499995,-36.6625,391.8275000000001,0.333125,-225.11250000000004,-4.570967741935483,0.0,2393.69296875,3.856666666666667,148.66296875,-0.9033333333333332,-131.77499999999998,-2.290322580645161,-348.7,1052.954375,1082.1940625,-0.0133333333333333,14.55,1.5125000000000002,7.0,-0.0259259259259259,9.0,-0.1666666666666666,1.0,0.1,2.0,7.0,0.9125,64.95,6.67741935483871,-0.0206896551724138,12.9,-71.0,-8.23,0.7250000000000001,28.3,18.0,21.0,0.0,3.825806451612903,5.125806451612903,361.98,812.1410937499999,29.0,22.3,-7.238306451612903
